,categoria_produto,data_compra,produto_nome
2104,instrumentos musicais,2020/01/08,Bateria
2105,livros,2020/01/08,Modelagem preditiva
2106,utilidades domesticas,2020/01/08,Panela de pressão
2107,livros,2021/01/08,Dashboards com Power BI
2108,brinquedos,2021/01/08,Dinossauro Rex
2109,livros,2021/01/08,Iniciando em programação
2110,moveis,2021/01/08,Cômoda
2111,brinquedos,2021/01/08,Xadrez de madeira
2112,gadgets,2021/01/08,Fone de ouvido
2113,gadgets,2021/01/08,Smartwatch
2114,brinquedos,2021/01/08,Xadrez de madeira
2115,brinquedos,2021/01/08,Blocos de montar
2116,livros,2022/01/08,Iniciando em programação
2117,brinquedos,2022/01/08,Cubo mágico 8x8
2118,moveis,2022/01/08,Cama box
2119,gadgets,2022/01/08,Celular Plus X42
2120,livros,2022/01/08,Iniciando em programação
2121,instrumentos musicais,2022/01/08,Bateria
2122,esporte e lazer,2022/01/08,Mochila
2123,eletrodomesticos,2022/01/08,Geladeira
2124,livros,2022/01/08,Modelagem preditiva
2125,eletrodomesticos,2022/01/08,Fogão
2126,livros,2022/01/08,Iniciando em programação
2127,eletrodomesticos,2022/01/08,Lavadora de roupas
2128,moveis,2022/01/08,Cadeira de escritório
2129,moveis,2022/01/08,Cama king
2130,moveis,2023/01/08,Cômoda
2131,eletrodomesticos,2023/01/08,Geladeira
2132,gadgets,2023/01/08,Impressora
2133,moveis,2023/01/08,Cômoda
2134,gadgets,2023/01/08,Assistente virtual
2135,gadgets,2023/01/08,Fone de ouvido
2136,gadgets,2023/01/08,Celular Plus X42
2137,livros,2020/02/08,Dashboards com Power BI
2138,livros,2020/02/08,Iniciando em programação
2139,moveis,2020/02/08,Poltrona
2140,instrumentos musicais,2021/02/08,Violão
2141,instrumentos musicais,2021/02/08,Bateria
2142,utilidades domesticas,2021/02/08,Jogo de panelas
2143,gadgets,2021/02/08,Celular Plus X42
2144,moveis,2021/02/08,Poltrona
2145,gadgets,2022/02/08,Impressora
2146,esporte e lazer,2022/02/08,Copo térmico
2147,brinquedos,2022/02/08,Carrinho controle remoto
2148,instrumentos musicais,2022/02/08,Pandeiro
2149,eletrodomesticos,2022/02/08,Secadora de roupas
2150,brinquedos,2022/02/08,Cubo mágico 8x8
2151,moveis,2022/02/08,Poltrona
2152,brinquedos,2022/02/08,Xadrez de madeira
2153,eletrodomesticos,2022/02/08,Fogão
2154,livros,2022/02/08,Ciência de dados com python
2155,moveis,2022/02/08,Kit banquetas
2156,moveis,2023/02/08,Cama box
2157,instrumentos musicais,2023/02/08,Pandeiro
2158,eletrodomesticos,2023/02/08,Micro-ondas
2159,moveis,2023/02/08,Cama box
2160,esporte e lazer,2023/02/08,Bicicleta
2161,esporte e lazer,2023/02/08,Corda de pular
2162,brinquedos,2023/02/08,Boneca bebê
2163,utilidades domesticas,2023/02/08,Jogo de panelas
2164,brinquedos,2023/02/08,Carrinho controle remoto
2165,brinquedos,2023/02/08,Boneca bebê
2166,gadgets,2023/02/08,Tablet ABXY
2167,moveis,2023/02/08,Kit banquetas
2168,utilidades domesticas,2020/03/08,Faqueiro
2169,utilidades domesticas,2020/03/08,Jogo de panelas
2170,utilidades domesticas,2020/03/08,Jogo de copos
2171,brinquedos,2020/03/08,Blocos de montar
2172,moveis,2020/03/08,Mesa de centro
2173,moveis,2020/03/08,Poltrona
2174,utilidades domesticas,2020/03/08,Jogo de copos
2175,gadgets,2020/03/08,Smart TV
2176,moveis,2020/03/08,Cadeira de escritório
2177,eletrodomesticos,2020/03/08,Micro-ondas
2178,gadgets,2021/03/08,Celular Plus X42
2179,brinquedos,2021/03/08,Blocos de montar
2180,gadgets,2021/03/08,Celular ABXY
2181,esporte e lazer,2021/03/08,Bola de vôlei
2182,brinquedos,2021/03/08,Dinossauro Rex
2183,moveis,2021/03/08,Mesa de jantar
2184,moveis,2021/03/08,Mesa de centro
2185,gadgets,2021/03/08,Fone de ouvido
2186,eletrodomesticos,2021/03/08,Lava louças
2187,utilidades domesticas,2021/03/08,Panela de pressão
2188,livros,2022/03/08,Ciência de dados com python
2189,gadgets,2022/03/08,Fone de ouvido
2190,esporte e lazer,2022/03/08,Mochila
2191,utilidades domesticas,2022/03/08,Faqueiro
2192,gadgets,2022/03/08,Tablet ABXY
2193,esporte e lazer,2022/03/08,Corda de pular
2194,instrumentos musicais,2022/03/08,Violão
2195,brinquedos,2022/03/08,Boneca bebê
2196,livros,2023/03/08,Iniciando em programação
2197,brinquedos,2023/03/08,Carrinho controle remoto
2198,instrumentos musicais,2023/03/08,Violão
2199,gadgets,2023/03/08,Tablet ABXY
2200,esporte e lazer,2023/03/08,Copo térmico
2201,brinquedos,2023/03/08,Carrinho controle remoto
2202,eletrodomesticos,2023/03/08,Secadora de roupas
2203,esporte e lazer,2023/03/08,Bicicleta
2204,eletrodomesticos,2023/03/08,Lava louças
2205,moveis,2020/04/08,Cadeira de escritório
2206,moveis,2020/04/08,Mesa de centro
2207,gadgets,2020/04/08,Celular Plus X42
2208,moveis,2020/04/08,Cama king
2209,gadgets,2020/04/08,Impressora
2210,utilidades domesticas,2020/04/08,Panela de pressão
2211,esporte e lazer,2020/04/08,Bicicleta
2212,eletrodomesticos,2020/04/08,Geladeira
2213,gadgets,2020/04/08,Headset
2214,utilidades domesticas,2020/04/08,Panela de pressão
2215,livros,2020/04/08,Dashboards com Power BI
2216,instrumentos musicais,2021/04/08,Violão
2217,brinquedos,2021/04/08,Carrinho controle remoto
2218,esporte e lazer,2021/04/08,Corda de pular
2219,moveis,2021/04/08,Mesa de centro
2220,eletrodomesticos,2021/04/08,Secadora de roupas
2221,instrumentos musicais,2021/04/08,Pandeiro
2222,gadgets,2021/04/08,Headset
2223,gadgets,2021/04/08,Impressora
2224,eletrodomesticos,2021/04/08,Geladeira
2225,livros,2021/04/08,Dashboards com Power BI
2226,gadgets,2022/04/08,Assistente virtual
2227,esporte e lazer,2022/04/08,Bicicleta
2228,livros,2022/04/08,Ciência de dados com python
2229,livros,2022/04/08,Modelagem preditiva
2230,utilidades domesticas,2022/04/08,Jogo de panelas
2231,eletrodomesticos,2022/04/08,Lavadora de roupas
2232,brinquedos,2022/04/08,Dinossauro Rex
2233,esporte e lazer,2022/04/08,Bola de vôlei
2234,esporte e lazer,2022/04/08,Bola de basquete
2235,gadgets,2020/05/08,Celular ABXY
2236,livros,2020/05/08,Iniciando em programação
2237,moveis,2020/05/08,Cômoda
2238,moveis,2020/05/08,Guarda roupas
2239,moveis,2020/05/08,Cama king
2240,livros,2020/05/08,Modelagem preditiva
2241,gadgets,2020/05/08,Tablet ABXY
2242,eletrodomesticos,2021/05/08,Micro-ondas
2243,brinquedos,2021/05/08,Dinossauro Rex
2244,utilidades domesticas,2021/05/08,Jogo de copos
2245,gadgets,2021/05/08,Smartwatch
2246,moveis,2021/05/08,Cama king
2247,esporte e lazer,2021/05/08,Bola de basquete
2248,brinquedos,2021/05/08,Blocos de montar
2249,eletrodomesticos,2021/05/08,Lava louças
2250,esporte e lazer,2022/05/08,Copo térmico
2251,gadgets,2022/05/08,Assistente virtual
2252,moveis,2022/05/08,Cômoda
2253,brinquedos,2022/05/08,Carrinho controle remoto
2254,gadgets,2022/05/08,Smart TV
2255,brinquedos,2022/05/08,Carrinho controle remoto
2256,moveis,2020/06/08,Mesa de centro
2257,eletrodomesticos,2020/06/08,Micro-ondas
2258,esporte e lazer,2020/06/08,Bola de basquete
2259,gadgets,2020/06/08,TV Led UHD 4K
2260,brinquedos,2020/06/08,Dinossauro Rex
2261,esporte e lazer,2020/06/08,Bicicleta
2262,eletrodomesticos,2020/06/08,Geladeira
2263,livros,2020/06/08,Dashboards com Power BI
2264,eletrodomesticos,2020/06/08,Micro-ondas
2265,esporte e lazer,2020/06/08,Bola de basquete
2266,moveis,2020/06/08,Mesa de jantar
2267,esporte e lazer,2020/06/08,Bola de vôlei
2268,eletrodomesticos,2021/06/08,Lavadora de roupas
2269,brinquedos,2021/06/08,Blocos de montar
2270,moveis,2021/06/08,Sofá retrátil
2271,brinquedos,2021/06/08,Boneca bebê
2272,brinquedos,2022/06/08,Boneca bebê
2273,utilidades domesticas,2022/06/08,Faqueiro
2274,eletrodomesticos,2022/06/08,Geladeira
2275,eletrodomesticos,2022/06/08,Lava louças
2276,brinquedos,2022/06/08,Carrinho controle remoto
2277,livros,2022/06/08,Ciência de dados com python
2278,moveis,2022/06/08,Mesa de centro
2279,livros,2022/06/08,Dashboards com Power BI
2280,livros,2020/07/08,Iniciando em programação
2281,eletrodomesticos,2020/07/08,Micro-ondas
2282,livros,2020/07/08,Modelagem preditiva
2283,eletrodomesticos,2020/07/08,Geladeira
2284,gadgets,2020/07/08,Fone de ouvido
2285,eletrodomesticos,2020/07/08,Micro-ondas
2286,instrumentos musicais,2020/07/08,Violão
2287,brinquedos,2020/07/08,Dinossauro Rex
2288,utilidades domesticas,2021/07/08,Jogo de panelas
2289,moveis,2021/07/08,Cômoda
2290,brinquedos,2021/07/08,Xadrez de madeira
2291,gadgets,2021/07/08,TV Led UHD 4K
2292,moveis,2021/07/08,Sofá retrátil
2293,gadgets,2021/07/08,Smartwatch
2294,esporte e lazer,2021/07/08,Mochila
2295,moveis,2021/07/08,Mesa de jantar
2296,esporte e lazer,2021/07/08,Bicicleta
2297,esporte e lazer,2022/07/08,Bicicleta
2298,livros,2022/07/08,Ciência de dados com python
2299,utilidades domesticas,2022/07/08,Jogo de panelas
2300,utilidades domesticas,2022/07/08,Faqueiro
2301,eletrodomesticos,2022/07/08,Lava louças
2302,moveis,2022/07/08,Cadeira de escritório
2303,utilidades domesticas,2022/07/08,Jogo de copos
2304,moveis,2022/07/08,Mesa de centro
2305,livros,2022/07/08,Iniciando em programação
2306,moveis,2022/07/08,Kit banquetas
2307,instrumentos musicais,2022/07/08,Violão
2308,gadgets,2022/07/08,Fone de ouvido
2309,moveis,2020/08/08,Sofá retrátil
2310,gadgets,2020/08/08,TV Led UHD 4K
2311,brinquedos,2020/08/08,Jogo de tabuleiro
2312,utilidades domesticas,2020/08/08,Faqueiro
2313,eletrodomesticos,2020/08/08,Micro-ondas
2314,brinquedos,2021/08/08,Carrinho controle remoto
2315,esporte e lazer,2021/08/08,Bola de vôlei
2316,instrumentos musicais,2021/08/08,Violão
2317,gadgets,2021/08/08,Celular ABXY
2318,instrumentos musicais,2021/08/08,Bateria
2319,eletrodomesticos,2022/08/08,Fogão
2320,moveis,2022/08/08,Mesa de jantar
2321,moveis,2020/09/08,Cama box
2322,moveis,2020/09/08,Cama box
2323,esporte e lazer,2020/09/08,Mochila
2324,moveis,2020/09/08,Cômoda
2325,eletrodomesticos,2020/09/08,Secadora de roupas
2326,esporte e lazer,2020/09/08,Bicicleta
2327,moveis,2020/09/08,Poltrona
2328,utilidades domesticas,2021/09/08,Faqueiro
2329,moveis,2021/09/08,Kit banquetas
2330,brinquedos,2021/09/08,Boneca bebê
2331,gadgets,2021/09/08,Smartwatch
2332,esporte e lazer,2021/09/08,Copo térmico
2333,moveis,2021/09/08,Kit banquetas
2334,gadgets,2021/09/08,TV Led UHD 4K
2335,esporte e lazer,2021/09/08,Bola de basquete
2336,instrumentos musicais,2021/09/08,Violão
2337,eletrodomesticos,2021/09/08,Fogão
2338,brinquedos,2021/09/08,Carrinho controle remoto
2339,instrumentos musicais,2022/09/08,Bateria
2340,eletrodomesticos,2022/09/08,Secadora de roupas
2341,brinquedos,2022/09/08,Jogo de tabuleiro
2342,moveis,2022/09/08,Sofá retrátil
2343,esporte e lazer,2022/09/08,Bola de basquete
2344,eletrodomesticos,2020/10/08,Fogão
2345,eletrodomesticos,2020/10/08,Lava louças
2346,livros,2020/10/08,Iniciando em programação
2347,gadgets,2020/10/08,Tablet ABXY
2348,brinquedos,2020/10/08,Dinossauro Rex
2349,livros,2020/10/08,Iniciando em programação
2350,esporte e lazer,2021/10/08,Bola de basquete
2351,instrumentos musicais,2021/10/08,Violão
2352,esporte e lazer,2021/10/08,Mochila
2353,eletrodomesticos,2021/10/08,Lava louças
2354,moveis,2021/10/08,Cama box
2355,moveis,2022/10/08,Cadeira de escritório
2356,utilidades domesticas,2022/10/08,Faqueiro
2357,esporte e lazer,2022/10/08,Bola de vôlei
2358,gadgets,2022/10/08,Impressora
2359,brinquedos,2022/10/08,Carrinho controle remoto
2360,gadgets,2020/11/08,Impressora
2361,moveis,2020/11/08,Poltrona
2362,moveis,2020/11/08,Cadeira de escritório
2363,moveis,2020/11/08,Poltrona
2364,livros,2020/11/08,Modelagem preditiva
2365,instrumentos musicais,2020/11/08,Violão
2366,eletrodomesticos,2020/11/08,Fogão
2367,livros,2020/11/08,Dashboards com Power BI
2368,esporte e lazer,2020/11/08,Bola de vôlei
2369,eletrodomesticos,2020/11/08,Fogão
2370,moveis,2021/11/08,Mesa de jantar
2371,brinquedos,2021/11/08,Xadrez de madeira
2372,brinquedos,2021/11/08,Dinossauro Rex
2373,utilidades domesticas,2021/11/08,Jogo de copos
2374,moveis,2021/11/08,Mesa de centro
2375,eletrodomesticos,2021/11/08,Geladeira
2376,esporte e lazer,2021/11/08,Mochila
2377,instrumentos musicais,2022/11/08,Bateria
2378,gadgets,2022/11/08,Tablet ABXY
2379,instrumentos musicais,2022/11/08,Pandeiro
2380,moveis,2022/11/08,Mesa de jantar
2381,eletrodomesticos,2022/11/08,Secadora de roupas
2382,instrumentos musicais,2022/11/08,Violão
2383,brinquedos,2022/11/08,Dinossauro Rex
2384,instrumentos musicais,2020/12/08,Bateria
2385,moveis,2020/12/08,Mesa de jantar
2386,eletrodomesticos,2020/12/08,Secadora de roupas
2387,esporte e lazer,2020/12/08,Mochila
2388,brinquedos,2020/12/08,Xadrez de madeira
2389,brinquedos,2020/12/08,Cubo mágico 8x8
2390,brinquedos,2020/12/08,Carrinho controle remoto
2391,moveis,2020/12/08,Guarda roupas
2392,utilidades domesticas,2020/12/08,Faqueiro
2393,gadgets,2021/12/08,Assistente virtual
2394,livros,2021/12/08,Modelagem preditiva
2395,brinquedos,2021/12/08,Carrinho controle remoto
2396,moveis,2021/12/08,Cama king
2397,moveis,2021/12/08,Cadeira de escritório
2398,eletrodomesticos,2021/12/08,Geladeira
2399,brinquedos,2021/12/08,Boneca bebê
2400,instrumentos musicais,2021/12/08,Pandeiro
2401,gadgets,2022/12/08,Smartwatch
2402,moveis,2022/12/08,Poltrona
2403,esporte e lazer,2022/12/08,Copo térmico
2404,gadgets,2022/12/08,TV Led UHD 4K
2405,gadgets,2022/12/08,Celular ABXY
2406,esporte e lazer,2020/01/09,Bicicleta
2407,gadgets,2021/01/09,TV Led UHD 4K
2408,moveis,2021/01/09,Cômoda
2409,brinquedos,2021/01/09,Jogo de tabuleiro
2410,moveis,2021/01/09,Guarda roupas
2411,moveis,2021/01/09,Mesa de jantar
2412,esporte e lazer,2021/01/09,Bola de vôlei
2413,gadgets,2021/01/09,Smart TV
2414,esporte e lazer,2021/01/09,Mochila
2415,brinquedos,2022/01/09,Cubo mágico 8x8
2416,gadgets,2022/01/09,TV Led UHD 4K
2417,gadgets,2022/01/09,TV Led UHD 4K
2418,gadgets,2022/01/09,Fone de ouvido
2419,brinquedos,2022/01/09,Cubo mágico 8x8
2420,brinquedos,2022/01/09,Dinossauro Rex
2421,brinquedos,2022/01/09,Xadrez de madeira
2422,gadgets,2023/01/09,Smart TV
2423,moveis,2023/01/09,Cômoda
2424,brinquedos,2023/01/09,Cubo mágico 8x8
2425,instrumentos musicais,2023/01/09,Guitarra
2426,gadgets,2023/01/09,Fone de ouvido
2427,esporte e lazer,2023/01/09,Bola de vôlei
2428,moveis,2023/01/09,Kit banquetas
2429,livros,2023/01/09,Ciência de dados com python
2430,esporte e lazer,2023/01/09,Corda de pular
2431,brinquedos,2020/02/09,Carrinho controle remoto
2432,instrumentos musicais,2020/02/09,Pandeiro
2433,eletrodomesticos,2020/02/09,Lavadora de roupas
2434,moveis,2020/02/09,Poltrona
2435,esporte e lazer,2020/02/09,Bola de vôlei
2436,eletrodomesticos,2020/02/09,Geladeira
2437,esporte e lazer,2020/02/09,Copo térmico
2438,livros,2021/02/09,Iniciando em programação
2439,instrumentos musicais,2021/02/09,Bateria
2440,moveis,2021/02/09,Kit banquetas
2441,moveis,2021/02/09,Cômoda
2442,moveis,2021/02/09,Sofá retrátil
2443,gadgets,2021/02/09,Smartwatch
2444,esporte e lazer,2021/02/09,Mochila
2445,brinquedos,2021/02/09,Carrinho controle remoto
2446,instrumentos musicais,2021/02/09,Violão
2447,instrumentos musicais,2021/02/09,Bateria
2448,eletrodomesticos,2022/02/09,Lava louças
2449,moveis,2022/02/09,Guarda roupas
2450,esporte e lazer,2022/02/09,Bola de basquete
2451,eletrodomesticos,2022/02/09,Lava louças
2452,utilidades domesticas,2022/02/09,Jogo de panelas
2453,livros,2022/02/09,Ciência de dados com python
2454,eletrodomesticos,2022/02/09,Lava louças
2455,eletrodomesticos,2022/02/09,Lavadora de roupas
2456,esporte e lazer,2022/02/09,Copo térmico
2457,instrumentos musicais,2022/02/09,Bateria
2458,esporte e lazer,2022/02/09,Corda de pular
2459,gadgets,2023/02/09,Assistente virtual
2460,livros,2023/02/09,Iniciando em programação
2461,gadgets,2023/02/09,Fone de ouvido
2462,gadgets,2023/02/09,Assistente virtual
2463,gadgets,2023/02/09,Assistente virtual
2464,moveis,2023/02/09,Cama box
2465,moveis,2023/02/09,Sofá retrátil
2466,esporte e lazer,2023/02/09,Bola de basquete
2467,eletrodomesticos,2023/02/09,Lava louças
2468,moveis,2023/02/09,Kit banquetas
2469,moveis,2020/03/09,Kit banquetas
2470,esporte e lazer,2020/03/09,Bola de vôlei
2471,gadgets,2020/03/09,Impressora
2472,eletrodomesticos,2020/03/09,Micro-ondas
2473,moveis,2020/03/09,Sofá retrátil
2474,brinquedos,2020/03/09,Dinossauro Rex
2475,moveis,2020/03/09,Guarda roupas
2476,esporte e lazer,2020/03/09,Corda de pular
2477,gadgets,2020/03/09,Smart TV
2478,gadgets,2020/03/09,Celular Plus X42
2479,eletrodomesticos,2021/03/09,Geladeira
2480,moveis,2021/03/09,Cômoda
2481,moveis,2021/03/09,Mesa de jantar
2482,esporte e lazer,2021/03/09,Bola de vôlei
2483,moveis,2021/03/09,Cadeira de escritório
2484,esporte e lazer,2021/03/09,Copo térmico
2485,esporte e lazer,2021/03/09,Copo térmico
2486,gadgets,2021/03/09,TV Led UHD 4K
2487,moveis,2021/03/09,Kit banquetas
2488,moveis,2021/03/09,Cama box
2489,gadgets,2021/03/09,Headset
2490,eletrodomesticos,2021/03/09,Micro-ondas
2491,moveis,2021/03/09,Mesa de jantar
2492,eletrodomesticos,2021/03/09,Fogão
2493,gadgets,2022/03/09,Celular ABXY
2494,gadgets,2022/03/09,Smartwatch
2495,eletrodomesticos,2022/03/09,Geladeira
2496,moveis,2022/03/09,Mesa de jantar
2497,brinquedos,2022/03/09,Cubo mágico 8x8
2498,moveis,2022/03/09,Cama king
2499,utilidades domesticas,2022/03/09,Jogo de copos
2500,gadgets,2022/03/09,Impressora
2501,moveis,2022/03/09,Sofá retrátil
2502,gadgets,2022/03/09,Fone de ouvido
2503,moveis,2023/03/09,Cadeira de escritório
2504,gadgets,2023/03/09,Tablet ABXY
2505,moveis,2023/03/09,Cômoda
2506,utilidades domesticas,2023/03/09,Faqueiro
2507,brinquedos,2023/03/09,Jogo de tabuleiro
2508,eletrodomesticos,2023/03/09,Fogão
2509,eletrodomesticos,2020/04/09,Lava louças
2510,esporte e lazer,2020/04/09,Corda de pular
2511,moveis,2020/04/09,Guarda roupas
2512,eletrodomesticos,2020/04/09,Lava louças
2513,instrumentos musicais,2020/04/09,Guitarra
2514,moveis,2020/04/09,Cama box
2515,brinquedos,2020/04/09,Cubo mágico 8x8
2516,gadgets,2021/04/09,TV Led UHD 4K
2517,eletrodomesticos,2021/04/09,Lavadora de roupas
2518,gadgets,2021/04/09,Smartwatch
2519,eletrodomesticos,2021/04/09,Lavadora de roupas
2520,livros,2021/04/09,Dashboards com Power BI
2521,instrumentos musicais,2021/04/09,Bateria
2522,gadgets,2021/04/09,Impressora
2523,moveis,2021/04/09,Cama king
2524,moveis,2021/04/09,Cadeira de escritório
2525,eletrodomesticos,2022/04/09,Secadora de roupas
2526,eletrodomesticos,2022/04/09,Fogão
2527,gadgets,2022/04/09,Tablet ABXY
2528,utilidades domesticas,2022/04/09,Faqueiro
2529,gadgets,2020/05/09,Impressora
2530,instrumentos musicais,2020/05/09,Bateria
2531,eletrodomesticos,2020/05/09,Lavadora de roupas
2532,esporte e lazer,2020/05/09,Bola de basquete
2533,brinquedos,2020/05/09,Carrinho controle remoto
2534,livros,2020/05/09,Dashboards com Power BI
2535,instrumentos musicais,2020/05/09,Guitarra
2536,esporte e lazer,2021/05/09,Copo térmico
2537,brinquedos,2021/05/09,Jogo de tabuleiro
2538,brinquedos,2021/05/09,Dinossauro Rex
2539,gadgets,2021/05/09,Fone de ouvido
2540,eletrodomesticos,2021/05/09,Lavadora de roupas
2541,esporte e lazer,2021/05/09,Corda de pular
2542,instrumentos musicais,2022/05/09,Pandeiro
2543,moveis,2022/05/09,Cama king
2544,utilidades domesticas,2022/05/09,Panela de pressão
2545,moveis,2022/05/09,Poltrona
2546,utilidades domesticas,2022/05/09,Jogo de panelas
2547,brinquedos,2022/05/09,Carrinho controle remoto
2548,instrumentos musicais,2022/05/09,Pandeiro
2549,gadgets,2022/05/09,Smart TV
2550,gadgets,2020/06/09,Fone de ouvido
2551,gadgets,2020/06/09,Smartwatch
2552,esporte e lazer,2020/06/09,Corda de pular
2553,utilidades domesticas,2020/06/09,Jogo de panelas
2554,moveis,2020/06/09,Guarda roupas
2555,eletrodomesticos,2020/06/09,Geladeira
2556,gadgets,2021/06/09,TV Led UHD 4K
2557,moveis,2021/06/09,Kit banquetas
2558,moveis,2021/06/09,Kit banquetas
2559,esporte e lazer,2021/06/09,Bicicleta
2560,brinquedos,2022/06/09,Dinossauro Rex
2561,eletrodomesticos,2022/06/09,Lavadora de roupas
2562,utilidades domesticas,2022/06/09,Jogo de copos
2563,instrumentos musicais,2022/06/09,Guitarra
2564,gadgets,2022/06/09,Smart TV
2565,moveis,2022/06/09,Guarda roupas
2566,gadgets,2022/06/09,Fone de ouvido
2567,instrumentos musicais,2022/06/09,Pandeiro
2568,utilidades domesticas,2022/06/09,Jogo de copos
2569,gadgets,2020/07/09,Headset
2570,esporte e lazer,2020/07/09,Bicicleta
2571,utilidades domesticas,2020/07/09,Jogo de panelas
2572,eletrodomesticos,2020/07/09,Micro-ondas
2573,gadgets,2020/07/09,Celular Plus X42
2574,moveis,2020/07/09,Cama box
2575,esporte e lazer,2020/07/09,Corda de pular
2576,livros,2020/07/09,Iniciando em programação
